conname,child_schema,child_table,parent_schema,parent_table,on_update,on_delete,constraintdef,child_total_bytes,child_live_tup,child_upd,child_del,parent_upd,parent_del,has_covering_index
asset_property_id_fkey,dam,asset,core,property,a,n,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
asset_product_subtype_id_fkey,dam,asset,core,product_subtype,a,n,FOREIGN KEY (product_subtype_id) REFERENCES core.product_subtype(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
asset_licensor_id_fkey,dam,asset,core,licensor,a,n,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
asset_company_id_fkey,dam,asset,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
asset_file_object_id_fkey,dam,asset,app,file_object,a,n,FOREIGN KEY (file_object_id) REFERENCES app.file_object(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
opportunity_factory_id_fkey,crm,opportunity,core,factory,a,n,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
opportunity_project_id_fkey,crm,opportunity,pim,project,a,n,FOREIGN KEY (project_id) REFERENCES pim.project(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
asset_style_group_id_fkey,dam,asset,dam,style_group,a,n,FOREIGN KEY (style_group_id) REFERENCES dam.style_group(id) ON DELETE SET NULL,40960,0,0,0,0,0,True
customer_channel_channel_id_fkey,core,customer_channel,core,channel,a,r,FOREIGN KEY (channel_id) REFERENCES core.channel(id) ON DELETE RESTRICT,40960,0,0,0,0,0,True
customer_channel_customer_id_fkey,core,customer_channel,core,customer,a,c,FOREIGN KEY (customer_id) REFERENCES core.customer(id) ON DELETE CASCADE,40960,0,0,0,0,0,True
customer_channel_assigned_by_fkey,core,customer_channel,app,profile,a,n,FOREIGN KEY (assigned_by) REFERENCES app.profile(id) ON DELETE SET NULL,40960,0,0,0,0,0,False
twentieth_century_dcp_asset_tile_observatio_portal_tile_id_fkey,plm,twentieth_century_dcp_asset_tile_observation,plm,twentieth_century_dcp_portal_tile,a,r,FOREIGN KEY (portal_tile_id) REFERENCES plm.twentieth_century_dcp_portal_tile(id) ON DELETE RESTRICT,40960,0,0,0,0,0,True
roles_app_role_id_fkey,dflow,Roles,app,role,c,r,FOREIGN KEY (app_role_id) REFERENCES app.role(id) ON UPDATE CASCADE ON DELETE RESTRICT,32768,0,0,0,0,0,True
factory_ext_factory_id_fkey,pim,factory_ext,core,factory,a,c,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
sega_submission_property_capture_fkey,plm,sega_submission_property,plm,sega_submission_capture,a,r,FOREIGN KEY (submission_capture_id) REFERENCES plm.sega_submission_capture(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
coke_contract_capture_id_fkey,plm,coke_contract,plm,coke_capture,a,a,FOREIGN KEY (capture_id) REFERENCES plm.coke_capture(id),32768,0,0,0,0,0,True
marvel_dcp_metadata_chunk_ledger_metadata_run_id_fkey,plm,marvel_dcp_metadata_chunk_ledger,plm,marvel_dcp_metadata_run,a,c,FOREIGN KEY (metadata_run_id) REFERENCES plm.marvel_dcp_metadata_run(metadata_run_id) ON DELETE CASCADE,32768,0,0,0,0,0,True
customer_ext_customer_id_fkey,dam,customer_ext,core,customer,a,c,FOREIGN KEY (customer_id) REFERENCES core.customer(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
coldlion_product_size_landing_run_id_fkey,ingest,coldlion_product_size_landing,ingest,coldlion_product_size_run,a,c,FOREIGN KEY (run_id) REFERENCES ingest.coldlion_product_size_run(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
product_assignee_product_id_fkey,pim,product_assignee,pim,product,a,c,FOREIGN KEY (product_id) REFERENCES pim.product(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
product_assignee_profile_id_fkey,pim,product_assignee,app,profile,a,c,FOREIGN KEY (profile_id) REFERENCES app.profile(id) ON DELETE CASCADE,32768,0,0,0,0,0,False
style_guide_file_property_id_fkey,dam,style_guide_file,core,property,a,n,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_guide_file_licensor_id_fkey,dam,style_guide_file,core,licensor,a,n,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_guide_file_company_id_fkey,dam,style_guide_file,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_guide_file_file_object_id_fkey,dam,style_guide_file,app,file_object,a,n,FOREIGN KEY (file_object_id) REFERENCES app.file_object(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_guide_file_style_guide_id_fkey,dam,style_guide_file,core,style_guide,a,n,FOREIGN KEY (style_guide_id) REFERENCES core.style_guide(id) ON DELETE SET NULL,32768,0,0,0,0,0,True
wildbrain_asset_nature_capture_id_fkey,plm,wildbrain_asset_nature,plm,wildbrain_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wildbrain_capture(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
style_group_tags_style_group_id_fkey,public,style_group_tags,public,style_groups,a,c,FOREIGN KEY (style_group_id) REFERENCES style_groups(id) ON DELETE CASCADE,32768,0,0,0,1392386,32520,True
factory_ext_factory_id_fkey,dam,factory_ext,core,factory,a,c,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
twentieth_century_dcp_asset_character_obs_asset_fk,plm,twentieth_century_dcp_asset_character_observation,plm,twentieth_century_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, twentieth_century_dcp_asset_id, fetch_status) REFERENCES plm.twentieth_century_dcp_metadata_asset(metadata_run_id, twentieth_century_dcp_asset_id, fetch_status) ON DELETE CASCADE",32768,0,0,0,0,0,False
twentieth_century_dcp_asset_c_twentieth_century_dcp_charac_fkey,plm,twentieth_century_dcp_asset_character_observation,plm,twentieth_century_dcp_character,a,r,FOREIGN KEY (twentieth_century_dcp_character_id) REFERENCES plm.twentieth_century_dcp_character(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
hts_rag_extraction_jobs_product_example_id_fkey,public,hts_rag_extraction_jobs,public,hts_rag_product_examples,a,r,FOREIGN KEY (product_example_id) REFERENCES hts_rag_product_examples(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
wwe_asset_style_guide_inferred_guide_fkey,plm,wwe_asset_style_guide_inferred,plm,wwe_style_guide,a,r,"FOREIGN KEY (capture_id, guideline_source_id) REFERENCES plm.wwe_style_guide(capture_id, guideline_source_id) ON DELETE RESTRICT",32768,0,0,0,0,0,True
wwe_asset_style_guide_inferred_asset_fkey,plm,wwe_asset_style_guide_inferred,plm,wwe_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.wwe_asset(capture_id, asset_source_id) ON DELETE RESTRICT",32768,0,0,0,0,0,True
customer_ext_customer_id_fkey,pim,customer_ext,core,customer,a,c,FOREIGN KEY (customer_id) REFERENCES core.customer(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
coke_royalty_report_capture_id_contract_id_fkey,plm,coke_royalty_report,plm,coke_contract,a,a,"FOREIGN KEY (capture_id, contract_id) REFERENCES plm.coke_contract(capture_id, contract_id)",32768,0,0,0,0,0,False
twentieth_century_dcp_character_first_seen_metadata_run_id_fkey,plm,twentieth_century_dcp_character,plm,twentieth_century_dcp_metadata_run,a,n,FOREIGN KEY (first_seen_metadata_run_id) REFERENCES plm.twentieth_century_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,32768,0,0,0,0,0,False
twentieth_century_dcp_character_last_seen_metadata_run_id_fkey,plm,twentieth_century_dcp_character,plm,twentieth_century_dcp_metadata_run,a,n,FOREIGN KEY (last_seen_metadata_run_id) REFERENCES plm.twentieth_century_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,32768,0,0,0,0,0,False
activity_actor_profile_id_fkey,app,activity,app,profile,a,n,FOREIGN KEY (actor_profile_id) REFERENCES app.profile(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
coke_approval_related_item_capture_id_approval_route_id_fkey,plm,coke_approval_related_item,plm,coke_approval_item,a,a,"FOREIGN KEY (capture_id, approval_route_id) REFERENCES plm.coke_approval_item(capture_id, approval_route_id)",32768,0,0,0,0,0,True
sample_import_row_resulting_box_id_fkey,dflow,sample_import_row,dflow,sample_box,c,r,FOREIGN KEY (resulting_box_id) REFERENCES dflow.sample_box(box_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,32768,0,0,0,0,0,False
sample_import_row_resulting_sample_id_fkey,dflow,sample_import_row,dflow,sample,c,r,FOREIGN KEY (resulting_sample_id) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,32768,0,0,0,0,0,False
sample_import_row_import_job_id_fkey,dflow,sample_import_row,dflow,sample_import_job,c,c,FOREIGN KEY (import_job_id) REFERENCES dflow.sample_import_job(import_job_id) ON UPDATE CASCADE ON DELETE CASCADE,32768,0,0,0,0,0,True
prod_order_headers_raw_sync_run_id_fkey,public,prod_order_headers_raw,public,prod_order_sync_runs,a,n,FOREIGN KEY (sync_run_id) REFERENCES prod_order_sync_runs(id) ON DELETE SET NULL,32768,0,0,0,0,0,True
sega_asset_property_asset_fkey,plm,sega_asset_property,plm,sega_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.sega_asset(capture_id, asset_source_id) ON DELETE RESTRICT",32768,0,0,0,0,0,True
sega_asset_property_property_fkey,plm,sega_asset_property,plm,sega_property,a,r,"FOREIGN KEY (capture_id, property_source_id) REFERENCES plm.sega_property(capture_id, property_source_id) ON DELETE RESTRICT",32768,0,0,0,0,0,True
customer_ext_customer_id_fkey,crm,customer_ext,core,customer,a,c,FOREIGN KEY (customer_id) REFERENCES core.customer(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
task_opportunity_id_fkey,crm,task,crm,opportunity,a,c,FOREIGN KEY (opportunity_id) REFERENCES crm.opportunity(id) ON DELETE CASCADE,32768,0,0,0,0,0,False
task_company_id_fkey,crm,task,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
task_assignee_profile_id_fkey,crm,task,app,profile,a,n,FOREIGN KEY (assignee_profile_id) REFERENCES app.profile(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
task_department_id_fkey,crm,task,crm,department,a,n,FOREIGN KEY (department_id) REFERENCES crm.department(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
task_contact_id_fkey,crm,task,core,contact,a,n,FOREIGN KEY (contact_id) REFERENCES core.contact(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
licensing_write_guard_audit_authorization_id_fkey,plm,licensing_write_guard_audit,plm,licensing_write_authorization,a,r,FOREIGN KEY (authorization_id) REFERENCES plm.licensing_write_authorization(id) ON DELETE RESTRICT,32768,0,0,0,0,0,False
twentieth_century_dcp_asset_term_obs_asset_fk,plm,twentieth_century_dcp_asset_term_observation,plm,twentieth_century_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, twentieth_century_dcp_asset_id, fetch_status) REFERENCES plm.twentieth_century_dcp_metadata_asset(metadata_run_id, twentieth_century_dcp_asset_id, fetch_status) ON DELETE CASCADE",32768,0,0,0,0,0,False
twentieth_century_dcp_asset_t_twentieth_century_dcp_term_i_fkey,plm,twentieth_century_dcp_asset_term_observation,plm,twentieth_century_dcp_term,a,r,FOREIGN KEY (twentieth_century_dcp_term_id) REFERENCES plm.twentieth_century_dcp_term(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
property_character_associations_licensor_id_fkey,dflow_prod,property_character_associations,dflow_prod,licenseList,c,r,"FOREIGN KEY (licensor_id) REFERENCES dflow_prod.""licenseList""(""licenseList_id"") ON UPDATE CASCADE ON DELETE RESTRICT",32768,0,0,0,0,0,True
property_character_associations_character_id_fkey,dflow_prod,property_character_associations,dflow_prod,properties_and_characters,c,c,FOREIGN KEY (character_id) REFERENCES dflow_prod.properties_and_characters(id) ON UPDATE CASCADE ON DELETE CASCADE,32768,0,0,0,0,0,True
property_character_associations_property_id_fkey,dflow_prod,property_character_associations,dflow_prod,properties_and_characters,c,c,FOREIGN KEY (property_id) REFERENCES dflow_prod.properties_and_characters(id) ON UPDATE CASCADE ON DELETE CASCADE,32768,0,0,0,0,0,True
webauthn_challenges_user_id_fkey,auth,webauthn_challenges,auth,users,a,c,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,32768,0,0,0,412,0,True
lucasfilm_dcp_chunk_ledger_crawl_id_fkey,plm,lucasfilm_dcp_chunk_ledger,plm,lucasfilm_dcp_crawl,a,c,FOREIGN KEY (crawl_id) REFERENCES plm.lucasfilm_dcp_crawl(crawl_id) ON DELETE CASCADE,32768,0,0,0,0,0,True
sesame_style_guide_capture_fkey,plm,sesame_style_guide,plm,sesame_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.sesame_capture(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
product_subtype_product_type_id_fkey,core,product_subtype,core,product_type,a,c,FOREIGN KEY (product_type_id) REFERENCES core.product_type(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
dcp_crawl_gap_crawl_section_id_fkey,plm,dcp_crawl_gap,plm,dcp_crawl_section,a,c,FOREIGN KEY (crawl_section_id) REFERENCES plm.dcp_crawl_section(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
sso_domains_sso_provider_id_fkey,auth,sso_domains,auth,sso_providers,a,c,FOREIGN KEY (sso_provider_id) REFERENCES auth.sso_providers(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
product_time_entry_product_id_fkey,pim,product_time_entry,pim,product,a,c,FOREIGN KEY (product_id) REFERENCES pim.product(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
product_time_entry_profile_id_fkey,pim,product_time_entry,app,profile,a,n,FOREIGN KEY (profile_id) REFERENCES app.profile(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
item_user_assignment_assigned_by_user_id_fkey,dflow,item_user_assignment,dflow,users,a,a,FOREIGN KEY (assigned_by_user_id) REFERENCES dflow.users(id),32768,0,0,0,25,0,False
item_user_assignment_user_id_fkey,dflow,item_user_assignment,dflow,users,a,a,FOREIGN KEY (user_id) REFERENCES dflow.users(id),32768,0,0,0,25,0,False
saved_view_role_id_fkey,pim,saved_view,app,role,a,c,FOREIGN KEY (role_id) REFERENCES app.role(id) ON DELETE CASCADE,32768,0,0,0,0,0,False
saved_view_owner_profile_id_fkey,pim,saved_view,app,profile,a,c,FOREIGN KEY (owner_profile_id) REFERENCES app.profile(id) ON DELETE CASCADE,32768,0,0,0,0,0,False
item_user_assignment_rfq_item_id_fkey,dflow,item_user_assignment,dflow,RFQItem,a,c,"FOREIGN KEY (rfq_item_id) REFERENCES dflow.""RFQItem""(""rfqItem_id"") ON DELETE CASCADE",32768,0,0,0,0,0,True
marvel_dcp_crawl_gap_crawl_section_id_fkey,plm,marvel_dcp_crawl_gap,plm,marvel_dcp_crawl_section,a,c,FOREIGN KEY (crawl_section_id) REFERENCES plm.marvel_dcp_crawl_section(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
profiles_user_id_fkey,public,profiles,auth,users,a,c,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,32768,1,0,0,412,0,True
coke_contract_manufacturer_capture_id_contract_id_fkey,plm,coke_contract_manufacturer,plm,coke_contract,a,a,"FOREIGN KEY (capture_id, contract_id) REFERENCES plm.coke_contract(capture_id, contract_id)",32768,0,0,0,0,0,True
twentieth_century_dcp_asset_property_obs_asset_fk,plm,twentieth_century_dcp_asset_property_observation,plm,twentieth_century_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, twentieth_century_dcp_asset_id, fetch_status) REFERENCES plm.twentieth_century_dcp_metadata_asset(metadata_run_id, twentieth_century_dcp_asset_id, fetch_status) ON DELETE CASCADE",32768,0,0,0,0,0,False
style_guide_tag_aliases_tag_id_fkey,public,style_guide_tag_aliases,public,style_guide_tags,a,c,FOREIGN KEY (tag_id) REFERENCES style_guide_tags(id) ON DELETE CASCADE,32768,0,0,0,10218,0,True
hts_rag_provider_responses_determination_id_fkey,public,hts_rag_provider_responses,public,hts_rag_determinations,a,r,FOREIGN KEY (determination_id) REFERENCES hts_rag_determinations(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
hts_rag_provider_responses_extraction_job_id_fkey,public,hts_rag_provider_responses,public,hts_rag_extraction_jobs,a,r,FOREIGN KEY (extraction_job_id) REFERENCES hts_rag_extraction_jobs(id) ON DELETE RESTRICT,32768,0,0,0,0,0,False
twentieth_century_dcp_asset_p_twentieth_century_dcp_proper_fkey,plm,twentieth_century_dcp_asset_property_observation,plm,twentieth_century_dcp_property,a,r,FOREIGN KEY (twentieth_century_dcp_property_id) REFERENCES plm.twentieth_century_dcp_property(id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
webauthn_credentials_user_id_fkey,auth,webauthn_credentials,auth,users,a,c,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,32768,0,0,0,412,0,True
item_workflow_action_rfq_item_id_fkey,dflow,item_workflow_action,dflow,RFQItem,a,r,"FOREIGN KEY (rfq_item_id) REFERENCES dflow.""RFQItem""(""rfqItem_id"") ON DELETE RESTRICT",32768,0,0,0,0,0,True
item_workflow_action_actor_user_id_fkey,dflow,item_workflow_action,dflow,users,a,a,FOREIGN KEY (actor_user_id) REFERENCES dflow.users(id),32768,0,0,0,25,0,False
item_workflow_action_prior_step_id_fkey,dflow,item_workflow_action,dflow,RFQStep,a,a,"FOREIGN KEY (prior_step_id) REFERENCES dflow.""RFQStep""(""RFQStep_id"")",32768,0,0,0,0,0,False
item_workflow_action_new_step_id_fkey,dflow,item_workflow_action,dflow,RFQStep,a,a,"FOREIGN KEY (new_step_id) REFERENCES dflow.""RFQStep""(""RFQStep_id"")",32768,0,0,0,0,0,False
lucasfilm_dcp_crawl_gap_crawl_section_id_fkey,plm,lucasfilm_dcp_crawl_gap,plm,lucasfilm_dcp_crawl_section,a,c,FOREIGN KEY (crawl_section_id) REFERENCES plm.lucasfilm_dcp_crawl_section(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
dam_style_group_cover_asset_fk,dam,style_group,dam,asset,a,n,FOREIGN KEY (cover_asset_id) REFERENCES dam.asset(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
dam_style_group_product_fk,dam,style_group,pim,product,a,n,FOREIGN KEY (product_id) REFERENCES pim.product(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_group_company_id_fkey,dam,style_group,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_group_licensor_id_fkey,dam,style_group,core,licensor,a,n,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_group_property_id_fkey,dam,style_group,core,property,a,n,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
style_group_product_type_id_fkey,dam,style_group,core,product_type,a,n,FOREIGN KEY (product_type_id) REFERENCES core.product_type(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
vendor_quarantine_sync_run_id_fkey,plm,vendor_quarantine,ingest,sync_run,a,n,FOREIGN KEY (sync_run_id) REFERENCES ingest.sync_run(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
marvel_dcp_chunk_ledger_crawl_id_fkey,plm,marvel_dcp_chunk_ledger,plm,marvel_dcp_crawl,a,c,FOREIGN KEY (crawl_id) REFERENCES plm.marvel_dcp_crawl(crawl_id) ON DELETE CASCADE,32768,0,0,0,0,0,True
factory_ext_factory_id_fkey,crm,factory_ext,core,factory,a,c,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
saml_providers_sso_provider_id_fkey,auth,saml_providers,auth,sso_providers,a,c,FOREIGN KEY (sso_provider_id) REFERENCES auth.sso_providers(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
product_type_category_id_fkey,core,product_type,core,product_category,a,n,FOREIGN KEY (category_id) REFERENCES core.product_category(id) ON DELETE SET NULL,32768,0,0,0,0,0,True
sample_stop_closeout_reopens_closeout_id_fkey,dflow,sample_stop_closeout,dflow,sample_stop_closeout,c,r,FOREIGN KEY (reopens_closeout_id) REFERENCES dflow.sample_stop_closeout(closeout_id) ON UPDATE CASCADE ON DELETE RESTRICT,32768,0,0,0,0,0,False
sample_stop_closeout_sample_id_fk_fkey,dflow,sample_stop_closeout,dflow,sample,c,r,FOREIGN KEY (sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,32768,0,0,0,0,0,True
sample_stop_closeout_movement_watermark_fkey,dflow,sample_stop_closeout,dflow,sample_movement,c,r,FOREIGN KEY (movement_watermark) REFERENCES dflow.sample_movement(movement_id) ON UPDATE CASCADE ON DELETE RESTRICT,32768,0,0,0,0,0,False
pmt_metadata_element_capture_id_fkey,plm,pmt_metadata_element,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,32768,0,0,0,0,0,True
twentieth_century_dcp_property_first_seen_metadata_run_id_fkey,plm,twentieth_century_dcp_property,plm,twentieth_century_dcp_metadata_run,a,n,FOREIGN KEY (first_seen_metadata_run_id) REFERENCES plm.twentieth_century_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,32768,0,0,0,0,0,False
twentieth_century_dcp_property_last_seen_metadata_run_id_fkey,plm,twentieth_century_dcp_property,plm,twentieth_century_dcp_metadata_run,a,n,FOREIGN KEY (last_seen_metadata_run_id) REFERENCES plm.twentieth_century_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,32768,0,0,0,0,0,False
itemLicenseImage_itemheader_id_fk_fkey,dflow_prod,itemLicenseImage,dflow_prod,itemHeader,a,c,"FOREIGN KEY (itemheader_id_fk) REFERENCES dflow_prod.""itemHeader""(item_id_pk) ON DELETE CASCADE",32768,0,0,0,0,0,True
art_piece_artist_id_fkey,plm,art_piece,core,artist,a,n,FOREIGN KEY (artist_id) REFERENCES core.artist(id) ON DELETE SET NULL,32768,0,0,0,0,0,True
art_piece_item_id_fkey,plm,art_piece,plm,item,a,n,FOREIGN KEY (item_id) REFERENCES plm.item(id) ON DELETE SET NULL,32768,0,0,0,0,0,False
twentieth_century_dcp_crawl_gap_crawl_section_id_fkey,plm,twentieth_century_dcp_crawl_gap,plm,twentieth_century_dcp_crawl_section,a,c,FOREIGN KEY (crawl_section_id) REFERENCES plm.twentieth_century_dcp_crawl_section(id) ON DELETE CASCADE,32768,0,0,0,0,0,True
taxonomy_circuit_breaker_alert_id_fkey,plm,taxonomy_circuit_breaker,plm,taxonomy_sync_alert,a,n,FOREIGN KEY (alert_id) REFERENCES plm.taxonomy_sync_alert(id) ON DELETE SET NULL,32768,0,0,0,1,0,False
rfq_item_item_id_fkey,plm,rfq_item,plm,item,a,n,FOREIGN KEY (item_id) REFERENCES plm.item(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
item_attachment_file_object_id_fkey,plm,item_attachment,app,file_object,a,n,FOREIGN KEY (file_object_id) REFERENCES app.file_object(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
item_attachment_item_id_fkey,plm,item_attachment,plm,item,a,c,FOREIGN KEY (item_id) REFERENCES plm.item(id) ON DELETE CASCADE,24576,0,0,0,0,0,False
wwe_submission_comment_submission_fkey,plm,wwe_submission_comment,plm,wwe_submission,a,r,"FOREIGN KEY (capture_id, submission_number) REFERENCES plm.wwe_submission(capture_id, submission_number) ON DELETE RESTRICT",24576,0,0,0,0,0,True
s3_multipart_uploads_bucket_id_fkey,storage,s3_multipart_uploads,storage,buckets,a,a,FOREIGN KEY (bucket_id) REFERENCES storage.buckets(id),24576,0,0,0,0,0,True
marvel_asgard_capture_gap_capture_key_fkey,plm,marvel_asgard_capture_gap,plm,marvel_asgard_capture,a,a,FOREIGN KEY (capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),24576,0,0,0,0,0,True
sesame_asset_asset_type_asset_fkey,plm,sesame_asset_asset_type,plm,sesame_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.sesame_asset(capture_id, asset_source_id) ON DELETE RESTRICT",24576,0,0,0,0,0,True
sesame_asset_asset_type_value_fkey,plm,sesame_asset_asset_type,plm,sesame_asset_type,a,r,"FOREIGN KEY (capture_id, field_generation, value_key) REFERENCES plm.sesame_asset_type(capture_id, field_generation, value_key) ON DELETE RESTRICT",24576,0,0,0,0,0,True
item_taxonomy_disagreement_company_code_division_code_item_fkey,plm,item_taxonomy_disagreement,plm,item_import,a,c,"FOREIGN KEY (company_code, division_code, item_no) REFERENCES plm.item_import(company_code, division_code, item_no) ON DELETE CASCADE",24576,0,0,0,0,0,True
item_taxonomy_disagreement_slot_licensor_id_fkey,plm,item_taxonomy_disagreement,core,licensor,a,n,FOREIGN KEY (slot_licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
item_taxonomy_disagreement_property_licensor_id_fkey,plm,item_taxonomy_disagreement,core,licensor,a,n,FOREIGN KEY (property_licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
item_taxonomy_disagreement_sync_run_id_fkey,plm,item_taxonomy_disagreement,ingest,sync_run,a,n,FOREIGN KEY (sync_run_id) REFERENCES ingest.sync_run(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
item_taxonomy_disagreement_property_id_fkey,plm,item_taxonomy_disagreement,core,property,a,c,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE CASCADE,24576,0,0,0,0,0,False
item_character_associations_character_id_fkey,dflow_prod,item_character_associations,dflow_prod,properties_and_characters,c,r,FOREIGN KEY (character_id) REFERENCES dflow_prod.properties_and_characters(id) ON UPDATE CASCADE ON DELETE RESTRICT,24576,0,0,0,0,0,True
item_character_associations_item_header_id_fkey,dflow_prod,item_character_associations,dflow_prod,itemHeader,c,c,"FOREIGN KEY (item_header_id) REFERENCES dflow_prod.""itemHeader""(item_id_pk) ON UPDATE CASCADE ON DELETE CASCADE",24576,0,0,0,0,0,True
product_category_parent_id_fkey,core,product_category,core,product_category,a,n,FOREIGN KEY (parent_id) REFERENCES core.product_category(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
erp_item_snapshot_sync_run_id_fkey,dam,erp_item_snapshot,ingest,sync_run,a,n,FOREIGN KEY (sync_run_id) REFERENCES ingest.sync_run(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
asset_tag_asset_id_fkey,dam,asset_tag,dam,asset,a,c,FOREIGN KEY (asset_id) REFERENCES dam.asset(id) ON DELETE CASCADE,24576,0,0,0,0,0,True
erp_item_snapshot_item_id_fkey,dam,erp_item_snapshot,plm,item,a,n,FOREIGN KEY (item_id) REFERENCES plm.item(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
rfq_vendor_factory_id_fkey,plm,rfq_vendor,core,factory,a,n,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE SET NULL,24576,0,0,0,0,0,False
