schema,relation,relkind,total_bytes,table_bytes,index_bytes,toast_bytes,planner_rows,reloptions,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_tup_newpage_upd,seq_scan,idx_scan,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
plm,wwe_style_guide_property_inferred,r,65536,16384,49152,8192,-1,,26,0,26,26,26,0,0,0,0,3,27,,,,,0,0,0,0
core,channel,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,31,0,,,,,0,0,0,0
public,ai_tag_bakeoff_runs,r,65536,49152,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,grid_cell_notes,r,65536,16384,49152,8192,2,,0,0,0,0,0,0,0,0,0,108,0,,,,,0,0,0,0
plm,twentieth_century_dcp_metadata_asset,r,65536,8192,57344,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,ai_cache_events,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,2,1,,,,,0,0,0,0
plm,wildbrain_guide_alias,r,65536,49152,16384,8192,72,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
temp_status_watch,status_change_log,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_carrier,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
public,agent_pairings,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,GridChildrenLayout,r,65536,49152,16384,8192,72,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_submission_ip,r,65536,16384,49152,8192,54,,54,0,0,54,54,0,0,0,0,4,54,,,,2026-08-30 12:21:08.178813-04,0,0,0,1
plm,itemLicenseImage,r,65536,16384,49152,8192,1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sega_submission_capture,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,111,,,,,0,0,0,0
dflow,StandardizedGroup,r,65536,49152,16384,8192,89,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,sample_workflow,r,65536,16384,49152,8192,18,,0,0,0,0,0,0,0,0,0,77,0,,,,,0,0,0,0
app,profile,r,65536,16384,49152,8192,17,,1,2,1,3,3,0,0,0,0,68120,80,,,,,0,0,0,0
core,mg_category_merch_group,r,65536,16384,49152,8192,58,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow,sample_shipment,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,2,6,,,,,0,0,0,0
plm,wwe_asset_library,r,65536,16384,49152,8192,-1,,2,0,2,2,2,0,0,0,0,3,11280,,,,,0,0,0,0
dflow,sample_box,r,65536,16384,49152,8192,31,,0,0,0,0,0,0,0,0,0,8,0,,,,,0,0,0,0
plm,wwe_character_property_inferred,r,65536,16384,49152,8192,-1,,11,0,11,11,11,0,0,0,0,3,12,,,,,0,0,0,0
dflow,GridChildrenLayout,r,65536,49152,16384,8192,72,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,AuditLog,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,mfa_factors,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,14617,,,,,0,0,0,0
dflow_prod,art_piece_attachment,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
designflow_frozen_20260710,product_category,r,57344,8192,49152,0,7,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_asgard_guide_category,r,57344,16384,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,tiff_optimization_queue,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,109732,,,,,0,0,0,0
dflow_prod,artists,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,productUserAssignment,r,57344,8192,49152,0,-1,,0,0,0,0,0,0,0,0,0,2,2,,,,,0,0,0,0
public,asset_checkouts,r,57344,16384,40960,8192,-1,,0,0,0,0,0,0,0,0,0,8960,10640,,,,,0,0,0,0
dflow,age_group,r,57344,8192,49152,0,2,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,art_piece,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,age_group,r,57344,8192,49152,0,2,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
public,hygiene_findings,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,user_roles,r,57344,8192,49152,0,26,,1,0,1,1,1,0,0,0,0,1627829,112,,,,,0,0,0,0
dflow_archive,AuditLog,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,art_types,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,product_category,r,57344,8192,49152,0,7,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,item_prod_order_detail_associations,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,art_piece_item,r,57344,8192,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,coke_capture,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow,sample_path_revision,r,49152,16384,32768,8192,-1,,0,12,0,12,12,0,0,0,0,4,20,,,,,0,0,0,0
dflow,sample_event,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,8,0,,,,,0,0,0,0
dflow,sample_remote_request_history,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,2,1,,,,,0,0,0,0
coldlion,change_log,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_style_guide,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,invitations,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,3,1,,,,,0,0,0,0
plm,peanuts_art_program,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
pim,view_pref,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0
storage,buckets,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,17,43,,,,,0,0,0,0
dflow,sample_remote_request,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,2,10,,,,,0,0,0,0
plm,taxonomy_parallel_observation,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,licensingFeedbackReply,r,49152,16384,32768,8192,8,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,peanuts_licensing_status,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_remote_request_item,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,5,3,,,,,0,0,0,0
public,licensors,r,49152,16384,32768,8192,-1,,0,2,2,0,0,2,0,0,0,5,1597,,,,,0,0,0,0
plm,contract_property_capture,r,49152,16384,32768,8192,-1,,14,0,14,14,14,0,0,0,0,28,1749,,,,,0,0,0,0
plm,peanuts_animation_title,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,hts_rag_determinations,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,12,0,,,,,0,0,0,0
crm,ignore_rule,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1418,0,,,,,0,0,0,0
core,freelance_designer,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
public,erp_sync_runs,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,creative_designer,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,34,1813,,,,,0,0,0,0
core,artist,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow_prod,properties_and_characters,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,merchGroupRelations,r,49152,0,49152,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_contract,r,49152,16384,32768,8192,-1,,1,0,1,1,1,0,0,0,0,2,13,,,,,0,0,0,0
plm,coldlion_promotion_audit,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
cron,job,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,8,1,,,,,0,0,0,0
plm,wwe_creative_brand,r,49152,16384,32768,8192,-1,,2,0,2,2,2,0,0,0,0,2,31,,,,,0,0,0,0
plm,peanuts_initiative,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,style_guide_folders,m,49152,49152,0,8192,380,,380,0,0,380,250420,0,0,0,0,4,,,,,2026-09-04 17:30:19.172301-04,0,0,0,659
dflow,sample_creation_batch,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
public,order_list_user_views,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,4,,,,,0,0,0,0
dflow,sample_attachment,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,8,0,,,,,0,0,0,0
plm,wildbrain_asset_category,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,technical_designer,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
app,role,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,51924,,,,,0,0,0,0
pim,product_sample,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,peanuts_holiday,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,style_tracker_user_views,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,29,,,,,0,0,0,0
plm,marvel_asgard_capture,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,notification,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,3,,,,,0,0,0,0
dflow_prod,RolePermissions,r,49152,0,49152,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_metadata_run,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,licensing_write_authorization,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_contract_property,r,49152,16384,32768,8192,-1,,1,0,1,1,1,0,0,0,0,2,2,,,,,0,0,0,0
dam,popsg_property_resolution,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,pmt_brand,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,twentieth_century_dcp_asset,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wildbrain_creative_group,r,49152,16384,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,oauth_consents,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,licensingFeedbackReply,r,49152,16384,32768,8192,13,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,prod_order_headers_current,r,49152,8192,40960,8192,-1,,0,0,0,0,0,0,0,0,0,0,4,,,,,0,0,0,0
crm,opportunity,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,103941,274559,,,,,0,0,0,0
dflow,comments,r,40960,16384,24576,8192,17,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,0,0,0
dflow,sample_import_job,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
app,UIElements,r,40960,8192,32768,0,28,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,UIElements,r,40960,8192,32768,0,28,,0,0,0,0,0,0,0,0,0,6,0,,,,,0,0,0,0
coldlion,sync_run,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,marvel_dcp_metadata_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,saml_relay_states,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,11,0,,,,,0,0,0,0
plm,sesame_category,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
pim,customer_order,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,twentieth_century_dcp_crawl_section,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,user_role,r,40960,8192,32768,0,-1,,1,0,1,1,1,0,0,0,0,4,51943,,,,,0,0,0,0
plm,dcp_metadata_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,lucasfilm_dcp_metadata_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_metadata_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,coldlion_promotion_quarantine,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,app_access,r,40960,8192,32768,0,16,,2,2,2,4,4,0,0,0,0,56,848,,,,,0,0,0,0
plm,twentieth_century_dcp_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,window_ledger,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,dcp_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
core,character,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,14,0,,,,,0,0,0,0
plm,lucasfilm_dcp_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,asset,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
core,customer_channel,r,40960,8192,32768,0,-1,,0,0,0,0,0,0,0,0,0,3,3753,,,,,0,0,0,0
plm,creative_submission_contract_resolution,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,4,3058,,,,,0,0,0,0
plm,twentieth_century_dcp_asset_tile_observation,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,oauth_authorizations,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,artist_types,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
storage,migrations,r,40960,8192,32768,0,61,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_dcp_load_exception,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,hts_rag_precedent_rulings,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,0,0,0
core,property_alias,r,40960,8192,32768,8192,-1,,0,0,0,0,0,0,0,0,0,8,0,,,,,0,0,0,0
plm,sega_submission_property,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,110,,,,,0,0,0,0
plm,coke_approval_related_item,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
crm,task,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,8,0,,,,,0,0,0,0
core,product_subtype,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,dcp_crawl_gap,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
auth,sso_domains,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,RFQItemStatus,r,32768,16384,16384,8192,3,,0,0,0,0,0,0,0,0,0,10,0,,,,,0,0,0,0
core,sku_ref,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow,item_user_assignment,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,0,0,0
plm,lucasfilm_dcp_chunk_ledger,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,SeasonCode,r,32768,16384,16384,8192,8,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,externalApi,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,divisionCode,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,24,0,,,,,0,0,0,0
plm,twentieth_century_dcp_asset_property_observation,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,licenseList,r,32768,16384,16384,8192,19,,0,0,0,0,0,0,0,0,0,7,0,,,,,0,0,0,0
plm,vendor_quarantine,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_style_guide,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,StandardizedProductType,r,32768,16384,16384,8192,4,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,deployment_environment,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,hts_rag_product_examples,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,RFQItemStatus,r,32768,16384,16384,8192,3,,0,0,0,0,0,0,0,0,0,12,0,,,,,0,0,0,0
plm,marvel_dcp_chunk_ledger,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
net,_http_response,r,32768,16384,16384,16384,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,twentieth_century_dcp_property,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,64,0,,,,,0,0,0,0
crm,factory_ext,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow_prod,itemType,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,companyCode,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,14,0,,,,,0,0,0,0
dflow_prod,itemLicenseImage,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
pim,product_time_entry,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,art_piece,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,groups,r,32768,16384,16384,8192,6,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
core,product_type,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,0,0,0
crm,worker_delta_cursor,r,32768,16384,16384,8192,2,,2,8,16,0,0,1316,0,1316,0,3948,5264,,,,2026-09-04 15:30:12.755456-04,0,0,0,25
plm,pmt_metadata_element,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow,sample_stop_closeout,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,2,6,,,,,0,0,0,0
app,db_data_admin_feature_gate,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_crawl_gap,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,ai_cache_events,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,StandardizedProductElement,r,32768,16384,16384,8192,6,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,grid_cell_notes,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,companyCode,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,6,0,,,,,0,0,0,0
dflow,vendorGroup,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,twentieth_century_dcp_asset_character_observation,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sega_asset_property,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,vendorGroup,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
public,hts_rag_precedents,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,0,0,0
pim,saved_view,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,6,0,,,,,0,0,0,0
plm,twentieth_century_dcp_asset_term_observation,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,StandardizedProductType,r,32768,16384,16384,8192,4,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,UDFElement,r,32768,16384,16384,8192,49,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,LicenseFeedBacks,r,32768,16384,16384,8192,22,,0,0,0,0,0,0,0,0,0,19,0,,,,,0,0,0,0
public,erp_enrichment_log,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,factory_ext,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,30,0,,,,,0,0,0,0
designflow_frozen_20260710,customers,r,32768,16384,16384,8192,57,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_dcp_crawl_gap,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,style_group_tags,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,3,3107944,,,,,0,0,0,0
plm,FOBCountry,r,32768,16384,16384,8192,11,,0,0,0,0,0,0,0,0,0,6,0,,,,,0,0,0,0
plm,groups,r,32768,16384,16384,8192,6,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wildbrain_asset_nature,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,RFQStep,r,32768,16384,16384,8192,8,,0,0,0,0,0,0,0,0,0,6,24,,,,,0,0,0,0
plm,itemDepth,r,32768,16384,16384,8192,121,,0,0,0,0,0,0,0,0,0,0,650,,,,,0,0,0,0
plm,GridChildrenLayoutOrder,r,32768,16384,16384,8192,2,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,merchGroupHeaders,r,32768,16384,16384,8192,45,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,LicenseFeedBacks,r,32768,16384,16384,8192,22,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,0,0,0
dflow_prod,RFQVendor,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,Roles,r,32768,8192,24576,0,5,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
pim,product_assignee,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0
public,profiles,r,32768,16384,16384,8192,-1,,1,0,1,1,1,0,0,0,0,1,3,,,,,0,0,0,0
plm,coke_contract_manufacturer,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,StandardizedProductElement,r,32768,16384,16384,8192,6,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,deliveryLocation,r,32768,16384,16384,8192,19,,0,0,0,0,0,0,0,0,0,6,64,,,,,0,0,0,0
ingest,coldlion_product_size_landing,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,customer_ext,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,111,0,,,,,0,0,0,0
core,licenseList,r,32768,16384,16384,8192,19,,0,0,0,0,0,0,0,0,0,22,0,,,,,0,0,0,0
dflow,StandardizedVersion,r,32768,16384,16384,8192,14,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,customers,r,32768,16384,16384,8192,55,,0,0,0,0,0,0,0,0,0,20,424,,,,,0,0,0,0
public,style_guide_tag_aliases,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_crawl,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,RFQStep,r,32768,16384,16384,8192,8,,0,0,0,0,0,0,0,0,0,6,36,,,,,0,0,0,0
public,hts_rag_provider_responses,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,coke_contract,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,AdditionalUserEmail,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,licensing_write_guard_audit,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,property_character_associations,r,32768,0,32768,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,webauthn_credentials,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,item_workflow_action,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,0,0,0
plm,lucasfilm_dcp_crawl_gap,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
